"","niche","temp","flux_nmol_C2H4_g_hr","actual_moist"
"110","Soil",35,0,16.77489177
"111","Soil",35,0,15.31823085
"112","Soil",35,0,14.48349308
"113","Soil",35,0,14.83050847
"114","Soil",35,0,14.65240642
"115","Soil",35,0,32.34972678
"116","Soil",35,0,31.95530726
"117","Soil",35,0,32.70300334
"118","Soil",35,0,30.55859803
"119","Soil",35,0,30.39647577
"120","Soil",35,0,30.41125541
"121","Soil",35,0,30.54662379
"122","Soil",35,0,30.99352052
"123","Soil",35,0,58.54748603
"124","Soil",35,0,57.8539823
"125","Soil",35,0,55.09761388
"126","Soil",35,0,58.11059409
"127","Soil",35,0,55.35135135
"128","Soil",35,0,53.9630836
"129","Soil",35,0,54.32900433
"130","Soil",35,0,47.08333333
"131","Soil",35,0,55.96933187
"132","Soil",35,0,111.2211221
"133","Soil",35,0,107.4197121
"134","Soil",35,0,111.1964874
"135","Soil",35,0,105.8324496
"136","Soil",35,0,104.7669492
"137","Soil",35,0,105.4082715
"138","Soil",35,0,100.9453782
"139","Soil",35,0,108.7241003
"140","Soil",35,0,105.1118211
"141","Litter",5,0,47.36842105
"142","Litter",5,0,57.89473684
"143","Litter",5,0,50.65789474
"144","Litter",5,0,47.4025974
"145","Litter",5,0,44.89795918
"146","Litter",5,0,57.89473684
"147","Litter",5,0,50
"148","Litter",5,0,56.25
"149","Litter",5,0,52.7027027
"150","Litter",5,0,72.36842105
"151","Litter",5,0,63.74269006
"152","Litter",5,0,71.24183007
"153","Litter",5,0,74.82993197
"154","Litter",5,0,73.46938776
"155","Litter",5,0,76.8707483
"156","Litter",5,0,69.73684211
"157","Litter",5,0,88.37209302
"158","Litter",5,0,88.4057971
"159","Litter",5,0,132.7044025
"160","Litter",5,0,142.9906542
"161","Litter",5,0,144.4444444
"162","Litter",5,0,127.5
"163","Litter",5,0,142.384106
"164","Litter",5,0,143.537415
"165","Litter",5,0,142.6666667
"166","Litter",5,0,126.2820513
"167","Litter",5,0,118.9781022
"168","Litter",5,0,192.5675676
"169","Litter",5,0,194.6666667
"170","Litter",5,0,184.5637584
"171","Litter",5,0,200
"172","Litter",5,0,161.875
"173","Litter",5,0,196.7105263
"174","Litter",5,0,189.1719745
"175","Litter",5,0.066118372,180.3680982
"176","Litter",5,0,194.8051948
"177","Litter",15,0,49.03225806
"178","Litter",15,0,47.22222222
"179","Litter",15,0,51.02040816
"180","Litter",15,0,53.79310345
"181","Litter",15,0,41.46341463
"182","Litter",15,0,38.55421687
"183","Litter",15,0,38.23529412
"184","Litter",15,0,58.39416058
"185","Litter",15,0,55.63380282
"186","Litter",15,0,64.41717791
"187","Litter",15,0,70.39473684
"188","Litter",15,0,68.62745098
"189","Litter",15,0,55.70469799
"190","Litter",15,0,71.51898734
"191","Litter",15,0,53.84615385
"192","Litter",15,0,62.94117647
"193","Litter",15,0,85.07462687
"194","Litter",15,0,97.01492537
"195","Litter",15,0,118.4713376
"196","Litter",15,0,132.4840764
"197","Litter",15,0,143.8356164
"198","Litter",15,0,143.5064935
"199","Litter",15,0,124.6835443
"200","Litter",15,0,121.25
"201","Litter",15,0,142.6666667
"202","Litter",15,0,161.7021277
"203","Litter",15,0,162.1621622
"204","Litter",15,0,192.4137931
"205","Litter",15,0,191.0828025
"206","Litter",15,0,184.6666667
"207","Litter",15,0,168.6390533
"208","Litter",15,0,166.6666667
"209","Litter",15,0.036867204,175.3012048
"210","Litter",15,0,230.5970149
"211","Litter",15,0,189.6969697
"212","Litter",25,0,39.13043478
"213","Litter",25,0,40
"214","Litter",25,0,41.02564103
"215","Litter",25,0,43.29268293
"216","Litter",25,0,45.89041096
"217","Litter",25,0,36.74698795
"218","Litter",25,0,34.48275862
"219","Litter",25,0,54.10958904
"220","Litter",25,0,52.77777778
"221","Litter",25,0,58.04597701
"222","Litter",25,0,58.66666667
"223","Litter",25,0,55.21472393
"224","Litter",25,0,70.94594595
"225","Litter",25,0,70.12195122
"226","Litter",25,0,56.62650602
"227","Litter",25,0,54.59459459
"228","Litter",25,0,78.16901408
"229","Litter",25,0,78.26086957
"230","Litter",25,0,120.9150327
"231","Litter",25,0,133.1034483
"232","Litter",25,0,112.5874126
"233","Litter",25,0.298252983,143.9716312
"234","Litter",25,0,123.566879
"235","Litter",25,0,112.195122
"236","Litter",25,0,121.9178082
"237","Litter",25,0.112494987,136.8055556
"238","Litter",25,0,145
"239","Litter",25,0,176.1290323
"240","Litter",25,0,205.2631579
"241","Litter",25,0,189.5705521
"242","Litter",25,0,198
"243","Litter",25,0,190.1960784
"244","Litter",25,0,190.3225806
"245","Litter",25,0,198.630137
"246","Litter",25,0,206.2068966
"247","Litter",35,0.460687339,43.62416107
"248","Litter",35,0.390279916,44.80519481
"249","Litter",35,0.571854554,44.15584416
"250","Litter",35,0,47.33333333
"251","Litter",35,0.141262403,39.39393939
"252","Litter",35,0.137973117,39.74358974
"253","Litter",35,0,39.62264151
"254","Litter",35,0.053366449,39.87341772
"255","Litter",35,0,55.24475524
"256","Litter",35,0.25167601,66.88741722
"257","Litter",35,0.193954761,58.82352941
"258","Litter",35,0.227542722,65.80645161
"259","Litter",35,0.255909687,66.88311688
"260","Litter",35,0,34
"261","Litter",35,0,53.4591195
"262","Litter",35,0.790060101,59.30232558
"263","Litter",35,0.443605724,68.42105263
"264","Litter",35,0.366085054,65.33333333
"265","Litter",35,0.914132181,129.0540541
"266","Litter",35,1.014150584,120.6666667
"267","Litter",35,0.08183335,152.2875817
"268","Litter",35,0.458166586,143.0555556
"269","Litter",35,0.313411305,134.6666667
"270","Litter",35,0.738875097,129.8701299
"271","Litter",35,0.9332759,119.7530864
"272","Litter",35,0.222868921,144.8275862
"273","Litter",35,0.512343137,113.1578947
"274","Litter",35,1.125270351,210
"275","Litter",35,0.215118487,182.8025478
"276","Litter",35,0.770424929,188.2352941
"277","Litter",35,0.043261146,181.6455696
"278","Litter",35,0.784634843,186.746988
"279","Litter",35,0.422554475,196.5517241
"280","Litter",35,0.453860913,195.3020134
"281","Litter",35,0.246097909,223.6641221
"282","Litter",35,0.7213917,162.4203822
"283","Wood",5,0,52.88461538
"284","Wood",5,0,89.84375
"285","Wood",5,0,67.01388889
"286","Wood",5,0,65.05190311
"287","Wood",5,0,193.5897436
"288","Wood",5,0,67.95774648
"289","Wood",5,0,183.1521739
"290","Wood",5,0,208.1871345
"291","Wood",5,0.075645102,53.22580645
"292","Wood",5,0,189.7959184
"293","Wood",5,0,175.2427184
"294","Wood",5,0,192.3076923
"295","Wood",5,0,166.5116279
"296","Wood",5,0,152.6845638
"297","Wood",5,0,334.939759
"298","Wood",5,0,210.3305785
"299","Wood",5,0,224.4444444
"300","Wood",5,0,174.8175182
"301","Wood",5,0,168.0851064
"302","Wood",5,0,400.6756757
"303","Wood",5,0,337.1428571
"304","Wood",5,0,237.394958
"305","Wood",5,0,84.36482085
"306","Wood",5,0,129.6666667
"307","Wood",5,0,216.064257
"308","Wood",5,0.09248394,319.5402299
"309","Wood",5,0,176.1732852
"310","Wood",5,0,281.7073171
"311","Wood",5,0,390
"312","Wood",5,0,418.9944134
"313","Wood",5,0,345.1923077
"314","Wood",5,0,260.7142857
"315","Wood",5,0,230
"316","Wood",5,0.274745715,100
"317","Wood",5,0,321.2612613
"318","Wood",5,0,236.2676056
"319","Wood",15,0.02598079,45.52429668
"320","Wood",15,0,29.6912114
"321","Wood",15,0.072358714,51.48247978
"322","Wood",15,0,32.61904762
"323","Wood",15,0,30.8056872
"324","Wood",15,0,159.0697674
"325","Wood",15,0,67.1686747
"326","Wood",15,0,31.46853147
"327","Wood",15,0,74.40633245
"328","Wood",15,0.003599479,79.61783439
"329","Wood",15,0,69.19191919
"330","Wood",15,0.054515601,181.7021277
"331","Wood",15,0,76.68711656
"332","Wood",15,0.02776102,76.68711656
"333","Wood",15,0,144.2028986
"334","Wood",15,0.041852044,69.23076923
"335","Wood",15,0.031808255,64.58852868
"336","Wood",15,0.078553759,229.4372294
"337","Wood",15,0,353.4591195
"338","Wood",15,0.013662473,153.820598
"339","Wood",15,0.094479996,197.2111554
"340","Wood",15,0,226.3392857
"341","Wood",15,0,450.7142857
"342","Wood",15,0,158.5284281
"343","Wood",15,0,159.2592593
"344","Wood",15,0.044011968,243.1111111
"345","Wood",15,0.230838684,267.5675676
"346","Wood",15,0,257.9925651
"347","Wood",15,0.049697436,222.1122112
"348","Wood",15,0.06652827,220.0668896
"349","Wood",15,0.015980065,462.0481928
"350","Wood",15,0,347.3684211
"351","Wood",15,0,351.4563107
"352","Wood",15,0,252.4528302
"353","Wood",25,0.006973294,216.4772727
"354","Wood",25,0,57.98525799
"355","Wood",25,0.163556401,260
"356","Wood",25,0,37.5
"357","Wood",25,0,222.0930233
"358","Wood",25,0,42.99287411
"359","Wood",25,0,51.36612022
"360","Wood",25,0.246491545,27.69953052
"361","Wood",25,0,65.44622426
"362","Wood",25,0.181267691,191.3419913
"363","Wood",25,0,58.98058252
"364","Wood",25,0,351.7241379
"365","Wood",25,0,123.0508475
"366","Wood",25,0,205.4794521
"367","Wood",25,0,100
"368","Wood",25,0,165.5339806
"369","Wood",25,0.051638478,68.71921182
"370","Wood",25,0.134374995,77.3955774
"371","Wood",25,0,144.1441441
"372","Wood",25,0.027888887,118.7150838
"373","Wood",25,0.274603341,108.5784314
"374","Wood",25,0.025922463,259.9156118
"375","Wood",25,0,128.1081081
"376","Wood",25,0.403844625,149.271137
"377","Wood",25,0,141.6430595
"378","Wood",25,0.004508578,131.0344828
"379","Wood",25,0.026821364,231.1897106
"380","Wood",25,0.344851516,214.5015106
"381","Wood",25,0.135967128,360.1769912
"382","Wood",25,0.34953198,182.585752
"383","Wood",25,0.501591689,182.8418231
"384","Wood",25,0.609470904,165.9898477
"385","Wood",25,0.06005612,55.72139303
"386","Wood",25,0.771069365,140.1425178
"387","Wood",25,0.088339927,176.0638298
"388","Wood",35,0,67.62589928
"389","Wood",35,0,73.15175097
"390","Wood",35,0.098491684,74.53874539
"391","Wood",35,0,121.182266
"392","Wood",35,0,56.02836879
"393","Wood",35,0,70.46263345
"394","Wood",35,0,64.9122807
"395","Wood",35,0,61.67883212
"396","Wood",35,0,56.9579288
"397","Wood",35,0,405.8252427
"398","Wood",35,0.066537387,116.4835165
"399","Wood",35,0.027684882,108.5820896
"400","Wood",35,0,73.4375
"401","Wood",35,0,351.3043478
"402","Wood",35,0,362.1848739
"403","Wood",35,0,108.7912088
"404","Wood",35,0,87.88927336
"405","Wood",35,0,77.49196141
"406","Wood",35,0.227388057,216.4609053
"407","Wood",35,0.322595251,188.8030888
"408","Wood",35,0.139913546,392.5675676
"409","Wood",35,0.548375635,180.7407407
"410","Wood",35,0,131.0030395
"411","Wood",35,0,180.3846154
"412","Wood",35,0,215.8119658
"413","Wood",35,0.795871173,130.0911854
"414","Wood",35,0,146.5625
"415","Wood",35,0.717515367,187.1257485
"416","Wood",35,0.452596396,262.890625
"417","Wood",35,0.362802564,248.5611511
"418","Wood",35,0,219.8051948
"419","Wood",35,0.123039406,341.0138249
"420","Wood",35,0.560812105,256.0714286
"421","Wood",35,0.150084128,247.9310345
"422","Wood",35,0,187.6876877
"423","Wood",35,0,219.0635452
"424","Lichen",5,0,1.0125
"425","Lichen",5,0,0.479310345
"426","Lichen",5,0,0.296153846
"427","Lichen",5,0,0.763736264
"428","Lichen",5,0,0.381355932
"429","Lichen",5,0,1.52
"430","Lichen",5,0,1.291139241
"431","Lichen",5,0,0.422657952
"432","Lichen",5,0,0.991769547
"433","Lichen",5,0,0.263622975
"434","Lichen",5,0,0.381338742
"435","Lichen",5,0,1.016
"436","Lichen",5,0,0.171532847
"437","Lichen",5,0,0.55942029
"438","Lichen",5,3.08250559801838,2.260869565
"439","Lichen",5,3.04171049944893,1.905263158
"440","Lichen",5,0,0.992063492
"441","Lichen",5,0,0.390361446
"442","Lichen",5,0,1.075812274
"443","Lichen",5,0,0.529051988
"444","Lichen",15,21.1765271357231,0.842975207
"445","Lichen",15,1.24531307623585,0.309782609
"446","Lichen",15,0.105025332509646,0.609090909
"447","Lichen",15,0.821333553564892,0.379310345
"448","Lichen",15,0.203036105180179,0.370192308
"449","Lichen",15,69.3668479129016,0.665306122
"450","Lichen",15,0.183496507393456,0.241215575
"451","Lichen",15,0,0.03257329
"452","Lichen",15,0,0.490797546
"453","Lichen",15,0,0.425770308
"454","Lichen",15,1.20395703089144,0.333333333
"455","Lichen",15,0,0.284232365
"456","Lichen",15,0,0.012145749
"457","Lichen",15,0,0.573684211
"458","Lichen",15,0.978028516341954,0.722741433
"459","Lichen",15,0.0441363698302093,0.690184049
"460","Lichen",15,0,0.883458647
"461","Lichen",15,0,1.26119403
"462","Lichen",15,0.260074535668753,0.917127072
"463","Lichen",25,7.56971592160372,0.299625468
"464","Lichen",25,73.0929620209551,0.819444444
"465","Lichen",25,1.01060645378852,0.601449275
"466","Lichen",25,0.00843252607209275,0.413284133
"467","Lichen",25,0,0.532075472
"468","Lichen",25,0.299921646276303,0.518248175
"469","Lichen",25,0,0.531468531
"470","Lichen",25,0,0.714285714
"471","Lichen",25,0.0383429837867065,1.918699187
"472","Lichen",25,0,1.181818182
"473","Lichen",25,0,0.630630631
"474","Lichen",25,0,1.303867403
"475","Lichen",25,0.282967830728939,0.25708061
"476","Lichen",25,0.0402404337786064,0.628691983
"477","Lichen",25,0,0.470707071
"478","Lichen",25,0,0.729055258
"479","Lichen",25,1.18712866204727,1.236686391
"480","Lichen",25,6.95580461477582,1.236686391
"481","Lichen",25,0,1.783505155
"482","Lichen",25,0.399500580139189,0.860294118
"483","Lichen",35,1.45662765322824,1.310825295
"484","Lichen",35,0,0.402564103
"485","Lichen",35,0,0.341636197
"486","Lichen",35,0,0.44865287
"487","Lichen",35,0,0.427889207
"488","Lichen",35,0,0.512169312
"489","Lichen",35,0.0052856880350911,0.341121495
"490","Lichen",35,3.63804823622072,0.757287157
"491","Lichen",35,2.48070072019013,2.176762661
"492","Lichen",35,0,1.087682672
"493","Lichen",35,0,1.406716418
"494","Lichen",35,21.2759850874851,0.407471764
"495","Lichen",35,0,0.373906126
"496","Lichen",35,0,0.930420712
"497","Lichen",35,0,0.596892139
"498","Lichen",35,0,0.740023135
"499","Lichen",35,0,0.819834058
"500","Lichen",35,0,1.275
"501","Moss",5,0,1.456953642
"502","Moss",5,0,0.255555556
"503","Moss",5,0,0.419087137
"504","Moss",5,0,0.256097561
"505","Moss",5,0,0.313993174
"506","Moss",5,0,0.274553571
"507","Moss",5,0,0.35443038
"508","Moss",5,0,0.454780362
"509","Moss",5,0,0.796296296
"510","Moss",5,0,0.444186047
"511","Moss",5,0,0.360344828
"512","Moss",5,0,1.86440678
"513","Moss",5,0,0.411235955
"514","Moss",5,0,0.394957983
"515","Moss",5,0,0.796954315
"516","Moss",5,0,1.590163934
"517","Moss",5,0,0.547837484
"518","Moss",5,0,0.64516129
"519","Moss",5,0,0.65
"520","Moss",15,0,0.684782609
"521","Moss",15,1.60619732986239,1.291925466
"522","Moss",15,0,0.442508711
"523","Moss",15,0.483938157935854,0.494061758
"524","Moss",15,0,0.314763231
"525","Moss",15,0,0.728971963
"526","Moss",15,1.22167150193379,0.635514019
"527","Moss",15,0.866825765907105,0.823529412
"528","Moss",15,0,0.50877193
"529","Moss",15,0.057492725876292,0.377708978
"530","Moss",15,0.0941718071032053,0.336764706
"531","Moss",15,0,1.938053097
"532","Moss",15,1.28451783135139,0.649350649
"533","Moss",15,0.833188165769193,0.616666667
"534","Moss",15,0,4.342857143
"535","Moss",15,0,1.414285714
"536","Moss",15,0,2.807017544
"537","Moss",15,1.79231223488013,1.625
"538","Moss",15,0,0.865384615
"539","Moss",25,1.20274973342106,0.626623377
"540","Moss",25,0,0.447674419
"541","Moss",25,0.904473692776771,1.571428571
"542","Moss",25,0,1.380952381
"543","Moss",25,0,0.57881137
"544","Moss",25,0,0.717647059
"545","Moss",25,0,0.816625917
"546","Moss",25,0.121063314515166,0.864516129
"547","Moss",25,0,0.451923077
"548","Moss",25,0,1.925925926
"549","Moss",25,0,1.090497738
"550","Moss",25,0,0.540166205
"551","Moss",25,1.25445866786663,1.388429752
"552","Moss",25,0,0.562857143
"553","Moss",25,0,1.534482759
"554","Moss",25,0,0.544052863
"555","Moss",25,0,0.741666667
"556","Moss",25,0.250525004292867,3.26984127
"557","Moss",25,2.02161791691681,0.619946092
"558","Moss",35,0,0.679487179
"559","Moss",35,0.93915857305873,0.673400673
"560","Moss",35,0,0.639534884
"561","Moss",35,0,0.257234727
"562","Moss",35,0,0.252124646
"563","Moss",35,0,0.488142292
"564","Moss",35,0,1.905109489
"565","Moss",35,0,0.245657568
"566","Moss",35,0.243113341752549,0.555555556
"567","Moss",35,0,0.421641791
"568","Moss",35,0,0.200622084
"569","Moss",35,0,0.44606947
"570","Moss",35,0.0558314642702574,0.367139959
"571","Moss",35,0,0.289855072
"572","Moss",35,0,0.368737475
"573","Moss",35,0,1.630952381
"574","Moss",35,0,2.843137255
"575","Moss",35,0.552842013576662,1.722222222
"576","Moss",35,0,0.667832168
"577","Moss",35,0.0502483406245486,0.391891892
